Stop_ID,Stop_name,stop_lat,stop_lon,GEOID,County,trip_id,route_id,direction_,shape_id
500881,NORTHERN BL/220 PL,40.761584999999997,-73.760444999999990,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500882,NORTHERN BL/223 ST,40.761866999999995,-73.758606000000000,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500883,NORTHERN BL/230 ST,40.763810999999997,-73.749431000000001,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500885,NORTHERN BL/ALAMEDA AV,40.765007000000004,-73.745256999999995,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500887,NORTHERN BL/244 ST,40.765485999999996,-73.741722999999993,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500888,NORTHERN BL/248 ST,40.766756999999998,-73.739281000000005,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500889,NORTHERN BL/MARATHON PY,40.768161999999997,-73.737639999999999,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500890,NORTHERN BL/BROWVALE LA,40.769897999999998,-73.735973000000001,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500892,PEMBROKE AV/GLENWOOD ST,40.771766000000000,-73.733304000000004,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
503096,ROOSEVELT AV/MAIN ST,40.759827000000001,-73.828906000000003,36081,Queens County,CS_C9-Weekday-SDon-134900_MISC_817,Q12,1,Q120038
503259,NORTHERN BL/232 ST,40.764341999999999,-73.747221999999994,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
504432,NORTHERN BL/243 ST,40.765328000000004,-73.743495999999993,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500995,NORTHERN BL/UNION ST,40.763884999999995,-73.827926000000005,36081,Queens County,,,,
500996,NORTHERN BL/BOWNE ST,40.764328999999996,-73.825872000000004,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
500997,NORTHERN BL/PARSONS BL,40.764608000000003,-73.822975000000000,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
500999,NORTHERN BL/149 ST,40.765240999999996,-73.816822000000002,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501000,NORTHERN BL/150 ST,40.765169000000000,-73.815291999999999,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501001,NORTHERN BL/MURRAY ST,40.764862999999998,-73.812501999999995,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501004,NORTHERN BL/157 ST,40.763559999999998,-73.807863999999995,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501005,NORTHERN BL/159 ST,40.762956000000003,-73.806056999999996,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
501007,NORTHERN BL/163 ST,40.761088999999998,-73.802590000000009,36081,Queens County,CS_C9-Weekday-SDon-155700_MISC_826,Q13,0,Q130028
